Term,Project,TopicID,Screen#,Template Type,Category,Status,Type,Title or Non Title,Title,Instruction,Tooltip,Webhost link,Title by
2,MOE_SCI,SC7_L020_Investigate_1,3,Hotspot,,Done,,,,Small Amounts Can be Managed. What About Large Amouints?,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/MOE/G7/SC7_L020_Investigate_1/app/,Aditi
2,NCE_SCI,CS_SC6_L012_Learn_2,5,Custom DND,A1,Done,Drag and Drop,NotInTitle,,Place the correct offspring alleles in the correct box.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G6/CS_SC6_L012_Learn_2/app/index.html,Aditi
2,NCE_SCI,CS_SC6_L013_Investigate_1,6,Custom DND,B1,Done,Drag and Drop,NotInTitle,,Drag and drop the offspring genotypes that resulted from each type of reproduction,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Beta/LOs/NCE/G6/CS_SC6_L013_Investigate_1/app/index.html,Aditi
2,NCE_SCI,CS_SC7_L017_Investigate_1,6,Custom DND,A1,Done,Drag and Drop,inTitle,,Drag and drop the words to sort these parts of a school ecosystem.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G7/CS_SC7_L017_Investigate_1/app/index.html,Aditi
2,NCE_SCI,CS_SC6_L014_Investigate_1,6,Custom DND,A1,Done,Drag and Drop,inTitle,,Drag and drop the fruit in increasing order from the fewest to the most seeds.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G6/CS_SC6_L014_Investigate_1/app/index.html,Aditi
2,NCE_SCI,CS_SC9_L019_SecondLook_1,2,Custom DND,A1,Done,Drag and Drop,inTitle,,Drag and drop the words to the correct place in the picture.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Alpha/LOs/NCE/G9/CS_SC9_L019_SecondLook_1/app/index.html,Aditi
2,NCE_SCI,CS_SC9_L018_Investigate_1,6,Custom DND,A1,Done,Drag and Drop,inTitle,,Drag and drop the words to sort these parts of a school ecosystem.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G9/CS_SC9_L018_Investigate_1/app/index.html,Aditi
2,NCE_SCI,CS_SC8_L022_Investigate_1,6,Custom DND,A1,Done,Drag and Drop,NotInTitle,,This graph shows results from a similar experiment. Label the graph.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G8/CS_SC8_L022_Investigate_1/app/index.html,Aditi
2,NCE_SCI,CS_SC6_L015_Learn_1,5,Custom DND,A1,Done,Drag and Drop,NotInTitle,,Identify the courtship behaviour that each picture shows.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Beta/LOs/NCE/G6/CS_SC6_L015_Learn_1/app/,Aditi
2,NCE_SCI,CS_SC6_L015_Learn_2,4,Custom DND,A1,Done,Drag and Drop,NotInTitle,,Identify the parenting behaviour that each picture shows.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G6/CS_SC6_L015_Learn_2/app/,Aditi
2,NCE_SCI,CS_SC6_L016_Investigate_1,4,Custom DND,A1,Done,Drag and Drop,NotInTitle,,Drag the labels to identify the features on the weather map.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Beta/LOs/NCE/G6/CS_SC6_L016_Investigate_1/app/index.html,Aditi
2,NCE_SCI,CS_SC5_L014_Learn_1,2,Custom DND,A1,Done,Fill in the Blanks,NotInTitle,,Fill the spaces to identify the what and why of going green.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G5/CS_SC5_L014_Learn_1/app/index.html,Aditi
2,NCE_SCI,CS_SC9_L023_Learn_1,4,Custom DND,A1,Done,Drag and Drop,inTitle,,Drag and drop the images of the phases of cell division in their correct order.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G9/CS_SC9_L023_Learn_1/app/,Aditi
2,NCE_SCI,CS_SC5_L011_Learn_02,3,Hotspot,,Done,,,,Click the picture to explore the bioshere.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G5/CS_SC5_L011_Learn_02/app/index.html,Aditi
2,NCE_SCI,CS_SC9_L016_Learn_1,4,Hotspot,,Done,,,,Click on the terms to learn about karyotypes.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Beta/LOs/NCE/G9/CS_SC9_L016_Learn_1/app/index.html,Aditi
2,NCE_SCI,CS_SC9_L016_Learn_2,3,Hotspot,,Done,,,,Click the text labels to learn about DNA replication.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G9/CS_SC9_L016_Learn_2/app/index.html,Aditi
2,NCE_SCI,CS_SC6_L012_Learn_1,4,Hotspot,,Done,,,,Let's learn about what influences our traits.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G6/CS_SC6_L012_Learn_1/app/index.html,Aditi
2,NCE_SCI,CS_SC6_L013_Learn_1,3,Hotspot,,Done,,,,Click the spots to learn about reproduction.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G6/CS_SC6_L013_Learn_1/app/index.html,Aditi
2,NCE_SCI,CS_SC7_L017_Learn_1,3,Hotspot,,Done,,,,Click the hotspots to learn about parts of ecosystms. ,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G7/CS_SC7_L017_Learn_1/app/,Aditi
2,NCE_SCI,CS_SC7_L017_Learn_2,2,Hotspot,,Done,,,,Click the hotspots to learn about the levels of ecosystems.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G7/CS_SC7_L017_Learn_2/app/index.html,Aditi
2,NCE_SCI,CS_SC9_L017_Learn_1,4,Hotspot,,Done,,,,Click on the image to learn about the probability of traits.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G9/CS_SC9_L017_Learn_1/app/,Aditi
2,NCE_SCI,CS_SC8_L021_Learn_1,3,Hotspot,,Done,,,Click the text labels.,,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Beta/LOs/NCE/G8/CS_SC8_L021_Learn_1/app/,Aditi
2,NCE_SCI,CS_SC6_L014_SecondLook_1,1,Hotspot,,Done,,,,Click the hotspots to review plant reproduction.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G6/CS_SC6_L014_SecondLook_1/app/index.html,Aditi
2,NCE_SCI,CS_SC9_L019_Learn_1,3,Hotspot,,Done,,,,Click on the label to learn about organization in organisms.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G9/CS_SC9_L019_Learn_1/app/index.html,Aditi
2,NCE_SCI,CS_SC9_L018_Learn_1,3,Hotspot,,Done,,,,Click on the image to learn about systems.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Beta/LOs/NCE/G9/CS_SC9_L018_Learn_1/app/index.html,Aditi
2,NCE_SCI,CS_SC9_L018_SecondLook_1,2,Hotspot,,Done,,,,Click on the image to review the Earth system.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G9/CS_SC9_L018_SecondLook_1/app/,Aditi
2,NCE_SCI,CS_SC7_L018_Learn_1,4,Hotspot,,Done,,,,Click to learn how resources in ecosystems affect growth.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G7/CS_SC7_L018_Learn_1/app/index.html,Aditi
2,NCE_SCI,CS_SC8_L022_Learn_2,5,Hotspot,,Done,,,,Click on the hotspots to learn about trait distributions.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G8/CS_SC8_L022_Learn_2/app/index.html,Aditi
2,NCE_SCI,CS_SC5_L012_Learn_1,4,Hotspot,,Done,,,,How is water distributed on Earth? Click the spots to learn.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G5/CS_SC5_L012_Learn_1/app/index.html,Aditi
2,NCE_SCI,CS_SC6_L015_Learn_2,2,Hotspot,,Done,,,,Click to learn about types of reproduction in animals.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G6/CS_SC6_L015_Learn_2/app/,Aditi
2,NCE_SCI,CS_SC9_L019_Learn_2,3,Hotspot,,Done,,,,Click on the titles to learn about the parts of a neuron.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G9/CS_SC9_L019_Learn_2/app/,Aditi
2,NCE_SCI,CS_SC9_L019_Learn_2,5,Hotspot,,Done,,,,Click on the labels to learn about an animal cell structure.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G9/CS_SC9_L019_Learn_2/app/,Aditi
2,NCE_SCI,CS_SC9_L020_Learn_1,4,Hotspot,,Done,,,Click on the labels to learn how homeostasis is maintained.,Homeostasis requires the following interacting components:,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G9/CS_SC9_L020_Learn_1/app/,Aditi
2,NCE_SCI,CS_SC9_L019_Investigate_1,8,Hotspot,,Done,,,,Click on the labels to learn about plant cell organelles.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Beta/LOs/NCE/G9/CS_SC9_L019_Investigate_1/app/,Aditi
2,NCE_SCI,CS_SC6_L016_Investigate_1,2,Hotspot,,Done,,,,Click to learn how to interpret a weather map.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Beta/LOs/NCE/G6/CS_SC6_L016_Investigate_1/app/index.html,Aditi
2,NCE_SCI,CS_SC9_L021_Learn_1,4,Hotspot,,Done,,,,"Every technology has benefits, costs, and risks.",,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G9/CS_SC9_L021_Learn_1/app/index.html,Aditi
2,NCE_SCI,CS_SC9_L021_SecondLook_1,2,Hotspot,,Done,,,,Click on the labels to learn about the design process steps.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Alpha/LOs/NCE/G9/CS_SC9_L021_SecondLook_1/app/,Aditi
2,NCE_SCI,CS_SC5_L014_Learn_2,2,Hotspot,,Done,,,,Click on the hotspots to learn more about green technology,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G5/CS_SC5_L014_Learn_2/app/,Aditi
2,NCE_SCI,CS_SC8_L024_SecondLook_1,1,Hotspot,,Done,,,,Click to review how people influence organisms’ traits.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Alpha/LOs/NCE/G8/CS_SC8_L024_SecondLook_1/app/index.html,Aditi
2,NCE_SCI,CS_SC6_L017_Investigate_1,6,Hotspot,,Done,,,,Click to analyze and predict the weather using your model.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Alpha/LOs/NCE/G6/CS_SC6_L017_Investigate_1/app/,Aditi
2,NCE_SCI,CS_SC8_L025_Learn_2,3,Hotspot,,Done,,,,Click on the picture to explore examples of GMOs.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Beta/LOs/NCE/G8/CS_SC8_L025_Learn_2/app/,Aditi
2,NCE_SCI,CS_SC9_L022_Learn_1,3,Hotspot,,Done,,,,Click to learn what happens during the cell cycle.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Beta/LOs/NCE/G9/CS_SC9_L022_Learn_1/app/index.html,Aditi
2,NCE_SCI,CS_SC9_L022_Learn_2,4,Hotspot,,Done,,,,Click on the hotspots to learn the history of cell theory.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G9/CS_SC9_L022_Learn_2/app/index.html,Aditi
2,NCE_SCI,CS_SC6_L018_Learn_2,2,Hotspot,,Done,,,,Click on the spots to learn about how sunlight and Earth interact.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G6/CS_SC6_L018_Learn_2/app/,Aditi
2,NCE_SCI,CS_SC6_L018_Learn_1,4,Hotspot,,Done,,,,Earth’s Climate Zones and Regional Climates,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G6/CS_SC6_L018_Learn_1/app/,Aditi
2,NCE_Math,CS_MA8_L034_ExploreLearn,6,Custom DND,A1,Done,Fill in the Blanks,NotInTitle,,25 students were asked how they got to school. Determine if there is an association between walking to school and being late.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/NCE/G8/CS_MA8_L034_ExploreLearn/app/index.html,Aditi
2,MOE_Math,MA8_L028_Learn,2,Custom DND,A1,Done,Drag and Drop,NotInTitle,,Label each part of the graph.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/MOE/G8/MA8_L028_Learn/app/index.html,Aditi
2,NCE_ELA,CS_ELA7_L001_Connect,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,Drag and Drop,Drag and drop the correct answer to the fill blank.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Beta/LOs/ELA/G7/CS_ELA7_L001_Connect/app/index.html,Aditi
2,NCE_ELA,CS_ELA5_L001_Connect,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,Drag and Drop,Read the sentences. Drag the word that correctly completes each sentence to the space.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Beta/LOs/ELA/G5/CS_ELA5_L001_Connect_01/app/index.html,Aditi
2,NCE_ELA,CS_ELA7_L001_GoFurther,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,Drag and Drop,Drag and drop to fill in the graphic organizer about this week’s reading passage.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G7/CS_ELA7_L001_GoFurther/app/index.html,Aditi
2,NCE_ELA,CS_ELA5_L001_GoFurther,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,Drag and Drop,Read the sentences. Drag the answer to the space.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G5/CS_ELA5_L001_GoFurther/app/index.html,Aditi
2,NCE_ELA,CS_ELA6_L001_GoFurther,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,The platypus is an animal in Australia. It is a very strange animal. It is one of the only animals that lays eggs and makes milk.,Read the sentences. Drag the answer to the correct space.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G6/CS_ELA6_L001_GoFurther/app/index.html,Aditi
2,NCE_ELA,CS_ELA8_L001_GoFurther,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,,Drag and drop to answer the questions about this week’s reading passage.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G8/CS_ELA8_L001_GoFurther/app/index.html,Aditi
2,NCE_ELA,CS_ELA9_L001_GoFurther,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,,Drag and drop to answer the questions about this week’s reading passage.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G9/CS_ELA9_L001_GoFurther/app/index.html,Aditi
2,NCE_ELA,CS_ELA5_L002_Connect,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,,Read the sentences. Drag and drop the word that correctly completes each sentence.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G5/CS_ELA5_L002_Connect/app/index.html,Aditi
2,NCE_ELA,CS_ELA5_L002_GoFurther,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,,Read the sentences. Drag the answer to the space.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G5/CS_ELA5_L002_GoFurther/app/index.html,Aditi
2,NCE_ELA,CS_ELA6_L002_Connect,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,,Read the sentences. Drag and drop the word that correctly completes each sentence.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G6/CS_ELA6_L002_Connect/app/index.html,Aditi
2,NCE_ELA,CS_ELA6_L002_GoFurther,2,Custom DND,A1,Done,Fill in the Blanks,inTitle,The armadillo is found in North and South America. It is an interesting animal. It can do something unique. It can roll into a ball to protect its body. ,Read the sentences. Drag the answer to the correct space.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G6/CS_ELA6_L002_GoFurther/app/index.html,Aditi
2,NCE_ELA,CS_ELA7_L002_Connect,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,,Read the sentences. Drag and drop the word that correctly completes each sentence.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G7/CS_ELA7_L002_Connect/app/index.html,Aditi
2,NCE_ELA,CS_ELA7_L002_GoFurther,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,“In Winning Back My Identity...”,Read the sentences. Drag and drop the word that correctly completes each sentence.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Beta/LOs/ELA/G7/CS_ELA7_L002_GoFurther/app/index.html,Aditi
2,NCE_ELA,CS_ELA8_L002_Connect,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,,Read the sentences. Drag and drop the word that correctly completes each sentence.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G8/CS_ELA8_L002_Connect/app/index.html,Aditi
2,NCE_ELA,CS_ELA8_L002_GoFurther,2,Custom DND,B1,Done,Fill in the Blanks,inTitle,,Drag and drop to fill in the graphic organizer about this week’s reading passage.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G8/CS_ELA8_L002_GoFurther/app/index.html,Aditi
2,NCE_ELA,CS_ELA9_L002_Connect,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,,Read the sentences. Drag and drop the word that correctly completes each sentence.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G9/CS_ELA9_L002_Connect/app/index.html,Aditi
2,NCE_ELA,CS_ELA9_L002_GoFurther,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,,Drag and drop the right connecting word to show the relationship between ideas.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G9/CS_ELA9_L002_GoFurther/app/index.html,Aditi
2,NCE_ELA,CS_ELA5_L003_Connect,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,,Read the sentences. Drag and drop the correct word to the sentence.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G5/CS_ELA5_L003_Connect/app/index.html,Aditi
2,NCE_ELA,CS_ELA5_L003_GoFurther,2,Custom DND,A1,Done,Fill in the Blanks,inTitle,,Drag and drop the correct word to fill the blank.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G5/CS_ELA5_L003_GoFurther/app/,Aditi
2,NCE_ELA,CS_ELA6_L003_Connect,3,Custom DND,A1,Done,Fill in the Blanks,inTitle,,Read the sentences. Drag and drop the word that correctly completes each sentence.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G6/CS_ELA6_L003_Connect/app/index.html,Aditi
2,NCE_ELA,CS_ELA6_L003_GoFurther,2,Custom DND,A1,Done,Fill in the Blanks,inTitle,,Drag and drop to answer the questions about this week’s reading passage.,,https://webhost.mitrmedia.com/ftp/alef_simulation_development/Alef_LOs_Term2/To_Client/Gold/LOs/ELA/G6/CS_ELA6_L003_GoFurther/app/,Aditi
